Prompt,Category,Subject,Context Dependency,SourceDataset,SourceSplit,SourceId,Choices,AnswerIndex,AnswerLetter,AnswerText,Gsm8kAnswer,MbppTests
"Passage: The device incorporates a dual-axis tuning fork gyroscope, and a single-axis gyroscope which can determine rotational motion. The information captured by the angular rate sensor can then be used to distinguish true linear motion from the accelerometer readings. This allows for the capture of more complex movements than possible with the Wii Remote alone.
Question: will wii motion plus controller work regular wii
A. False
B. True",QA,BoolQ,Yes,boolq,train,328,"[""False"", ""True""]",1,B,True,,
"Passage: Initially, the jury will be directed to try to reach a unanimous verdict. If they fail to reach a unanimous verdict, the judge may later (after not less than two hours) give directions that a majority verdict will be acceptable, but still no less than ten to two, although the jury should continue to try to reach a unanimous verdict if possible.
Question: does a jury have to be unanimous uk
A. False
B. True",QA,BoolQ,Yes,boolq,train,329,"[""False"", ""True""]",0,A,False,,
"Passage: Democratic Governor Pat Quinn signed legislation on March 9, 2011 to abolish the death penalty in Illinois to go into effect July 1, 2011, and commuted the death sentences of the fifteen inmates on Illinois' death row to life imprisonment. Quinn was criticized for signing the bill after saying that he supported the death penalty during the 2010 gubernatorial campaign after which he defeated the Republican candidate with 50.4% of the vote.
Question: does the state of illinois have the death penalty
A. False
B. True",QA,BoolQ,Yes,boolq,train,330,"[""False"", ""True""]",0,A,False,,
"Passage: An ignition coil (also called a spark coil) is an induction coil in an automobile's ignition system that transforms the battery's low voltage to the thousands of volts needed to create an electric spark in the spark plugs to ignite the fuel. Some coils have an internal resistor, while others rely on a resistor wire or an external resistor to limit the current flowing into the coil from the car's 12-volt supply. The wire that goes from the ignition coil to the distributor and the high voltage wires that go from the distributor to each of the spark plugs are called spark plug wires or high tension leads. Originally, every ignition coil system required mechanical contact breaker points and a capacitor (condenser). More recent electronic ignition systems use a power transistor to provide pulses to the ignition coil. A modern passenger automobile may use one ignition coil for each engine cylinder (or pair of cylinders), eliminating fault-prone spark plug cables and a distributor to route the high voltage pulses.
Question: are spark plugs and ignition coils the same
A. False
B. True",QA,BoolQ,Yes,boolq,train,331,"[""False"", ""True""]",0,A,False,,
"Passage: Residency is a stage of graduate medical training. A resident or house officer is a physician, podiatrist, or dentist (one who holds the degree of MD, DPM, DDS, DMD, DO or MB; BS, MBChB, or BMed, BDS, BDent) who practices medicine, usually in a hospital or clinic under the direct or indirect supervision of an attending physician. Successful completion of a residency program is a requirement to obtaining an unrestricted license to practice medicine in many jurisdictions. Residency training may be followed by fellowship or ``sub-specialty'' training.
Question: do you need a residency to practice medicine
A. False
B. True",QA,BoolQ,Yes,boolq,train,332,"[""False"", ""True""]",1,B,True,,
"Passage: Tommy Fuller, Jr. (portrayed by twins, Dashiell and Fox Messitt) is D.J.'s youngest son. Like his aunt Michelle he also loses a parent as a baby.
Question: is the baby in fuller house a twin
A. False
B. True",QA,BoolQ,Yes,boolq,train,333,"[""False"", ""True""]",1,B,True,,
"Passage: As a result, the central tendency of a set of categorical variables is given by its mode; neither the mean nor the median can be defined. As an example, given a set of people, we can consider the set of categorical variables corresponding to their last names. We can consider operations such as equivalence (whether two people have the same last name), set membership (whether a person has a name in a given list), counting (how many people have a given last name), or finding the mode (which name occurs most often). However, we cannot meaningfully compute the ``sum'' of Smith + Johnson, or ask whether Smith is ``less than'' or ``greater than'' Johnson. As a result, we cannot meaningfully ask what the ``average name'' (the mean) or the ``middle-most name'' (the median) is in a set of names.
Question: can you define a median for an unordered categorical variable
A. False
B. True",QA,BoolQ,Yes,boolq,train,334,"[""False"", ""True""]",0,A,False,,
"Passage: Voting rights of United States citizens in Puerto Rico, like the voting rights of residents of other United States territories, differ from those of United States citizens in each of the fifty states and the District of Columbia. Residents of Puerto Rico and other U.S. territories do not have voting representation in the United States Congress, and are not entitled to electoral votes for President. The United States Constitution grants congressional voting representation to U.S. states, which Puerto Rico and other U.S. territories are not, specifying that members of Congress shall be elected by direct popular vote and that the President and the Vice President shall be elected by electors chosen by the States.
Question: does puerto rico have a representative in congress
A. False
B. True",QA,BoolQ,Yes,boolq,train,335,"[""False"", ""True""]",0,A,False,,
"Passage: Following consecutive losses to Mexico and Costa Rica in the opening games of the final round of qualification for the 2018 FIFA World Cup, Klinsmann was removed as national team coach and technical director and replaced by previous U.S. manager Bruce Arena. World Cup qualification resumed on March 24, 2017, where Arena and his team had a record 6--0 win over Honduras. Four days later, the team traveled to Panama City, drawing Panama 1--1. After beating Trinidad and Tobago 2--0, the U.S. got their third ever result in World Cup Qualification at the Estadio Azteca when they drew 1--1 against Mexico. In July 2017, the U.S. won their sixth CONCACAF Gold Cup with a 2--1 win over Jamaica in the final. Following an agonizing 2-1 defeat to Trinidad and Tobago on October 10, 2017, the U.S. failed to qualify for the 2018 FIFA World Cup, missing the tournament for the first time since 1990. On October 13, 2017, Bruce Arena resigned. Many pundits and analysts called this the worst result and worst performance in the history of the national team.
Question: did the usa soccer team qualify for the world cup
A. False
B. True",QA,BoolQ,Yes,boolq,train,336,"[""False"", ""True""]",0,A,False,,
"Passage: Marvel's The Avengers (classified under the name Marvel Avengers Assemble in the United Kingdom and Ireland), or simply The Avengers, is a 2012 American superhero film based on the Marvel Comics superhero team of the same name, produced by Marvel Studios and distributed by Walt Disney Studios Motion Pictures. It is the sixth film in the Marvel Cinematic Universe (MCU). The film was written and directed by Joss Whedon and features an ensemble cast that includes Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson, and Jeremy Renner as the titular Avengers team, alongside Tom Hiddleston, Clark Gregg, Cobie Smulders, Stellan Skarsgård, and Samuel L. Jackson. In the film, Nick Fury, director of the spy agency S.H.I.E.L.D., recruits Tony Stark, Captain America, the Hulk, and Thor to form a team that must stop Thor's brother Loki from subjugating Earth.
Question: is the avengers the same as avengers assemble
A. False
B. True",QA,BoolQ,Yes,boolq,train,337,"[""False"", ""True""]",1,B,True,,
"Passage: Monozygotic twins are genetically nearly identical and they are always the same sex unless there has been a mutation during development. The children of monozygotic twins test genetically as half-siblings (or full siblings, if a pair of monozygotic twins reproduces with another pair or with the same person), rather than first cousins. Identical twins do not have the same fingerprints however, because even within the confines of the womb, the fetuses touch different parts of their environment, giving rise to small variations in their corresponding prints and thus making them unique.
Question: can you have identical twins that are different genders
A. False
B. True",QA,BoolQ,Yes,boolq,train,338,"[""False"", ""True""]",0,A,False,,
